Execution Mode,Key Distribution,Num Operations,Num Keys,Insertions (%),Searches (%),Eliminatons(%),Hash Container,Hash Function,Execution Time (s),Collision Count
Interweaved,normal,10000,500,60,20,20,UnorderedMapBench,AbseilHash,0.004491,13
Interweaved,normal,10000,500,60,20,20,UnorderedMultiMapBench,AbseilHash,0.005397,189
Interweaved,normal,10000,500,60,20,20,UnorderedSetBench,AbseilHash,0.004523,13
Interweaved,normal,10000,500,60,20,20,UnorderedMultisetBench,AbseilHash,0.005134,189
Interweaved,normal,10000,500,60,20,20,UnorderedMapBench,STDHashSrc,0.002324,16
Interweaved,normal,10000,500,60,20,20,UnorderedMultiMapBench,STDHashSrc,0.003030,189
Interweaved,normal,10000,500,60,20,20,UnorderedSetBench,STDHashSrc,0.002377,16
Interweaved,normal,10000,500,60,20,20,UnorderedMultisetBench,STDHashSrc,0.002969,189
Interweaved,normal,10000,500,60,20,20,UnorderedMapBench,FNVHash,0.003116,11
Interweaved,normal,10000,500,60,20,20,UnorderedMultiMapBench,FNVHash,0.003647,189
Interweaved,normal,10000,500,60,20,20,UnorderedSetBench,FNVHash,0.003164,11
Interweaved,normal,10000,500,60,20,20,UnorderedMultisetBench,FNVHash,0.003590,189
Interweaved,normal,10000,500,60,20,20,UnorderedMapBench,CityHash,0.002286,16
Interweaved,normal,10000,500,60,20,20,UnorderedMultiMapBench,CityHash,0.002890,189
Interweaved,normal,10000,500,60,20,20,UnorderedSetBench,CityHash,0.002278,16
Interweaved,normal,10000,500,60,20,20,UnorderedMultisetBench,CityHash,0.002901,189
Interweaved,normal,10000,500,60,20,20,UnorderedMapBench,PextUrlComplex,0.002082,13
Interweaved,normal,10000,500,60,20,20,UnorderedMultiMapBench,PextUrlComplex,0.002786,189
Interweaved,normal,10000,500,60,20,20,UnorderedSetBench,PextUrlComplex,0.002151,13
Interweaved,normal,10000,500,60,20,20,UnorderedMultisetBench,PextUrlComplex,0.002728,189
Interweaved,normal,10000,500,60,20,20,UnorderedMapBench,OffXorUrlComplex,0.002074,12
Interweaved,normal,10000,500,60,20,20,UnorderedMultiMapBench,OffXorUrlComplex,0.002707,189
Interweaved,normal,10000,500,60,20,20,UnorderedSetBench,OffXorUrlComplex,0.002306,12
Interweaved,normal,10000,500,60,20,20,UnorderedMultisetBench,OffXorUrlComplex,0.002804,189
Interweaved,normal,10000,500,60,20,20,UnorderedMapBench,NaiveUrlComplex,0.002241,12
Interweaved,normal,10000,500,60,20,20,UnorderedMultiMapBench,NaiveUrlComplex,0.002750,189
Interweaved,normal,10000,500,60,20,20,UnorderedSetBench,NaiveUrlComplex,0.002109,12
Interweaved,normal,10000,500,60,20,20,UnorderedMultisetBench,NaiveUrlComplex,0.002759,189
Interweaved,normal,10000,500,60,20,20,UnorderedMapBench,AesUrlComplex,0.002128,11
Interweaved,normal,10000,500,60,20,20,UnorderedMultiMapBench,AesUrlComplex,0.002752,190
Interweaved,normal,10000,500,60,20,20,UnorderedSetBench,AesUrlComplex,0.002125,11
Interweaved,normal,10000,500,60,20,20,UnorderedMultisetBench,AesUrlComplex,0.002753,190
Interweaved,normal,10000,500,60,20,20,UnorderedMapBench,GptUrlComplex,0.002160,13
Interweaved,normal,10000,500,60,20,20,UnorderedMultiMapBench,GptUrlComplex,0.002774,189
Interweaved,normal,10000,500,60,20,20,UnorderedSetBench,GptUrlComplex,0.002141,13
Interweaved,normal,10000,500,60,20,20,UnorderedMultisetBench,GptUrlComplex,0.002772,189
Interweaved,normal,10000,500,60,20,20,UnorderedMapBench,GperfUrlComplex,0.002136,13
Interweaved,normal,10000,500,60,20,20,UnorderedMultiMapBench,GperfUrlComplex,0.002800,191
Interweaved,normal,10000,500,60,20,20,UnorderedSetBench,GperfUrlComplex,0.002107,13
Interweaved,normal,10000,500,60,20,20,UnorderedMultisetBench,GperfUrlComplex,0.002791,191
Interweaved,normal,10000,500,60,20,20,UnorderedMapBench,AbseilHash,0.004343,13
Interweaved,normal,10000,500,60,20,20,UnorderedMultiMapBench,AbseilHash,0.004787,189
Interweaved,normal,10000,500,60,20,20,UnorderedSetBench,AbseilHash,0.004334,13
Interweaved,normal,10000,500,60,20,20,UnorderedMultisetBench,AbseilHash,0.004757,189
Interweaved,normal,10000,500,60,20,20,UnorderedMapBench,STDHashSrc,0.002300,16
Interweaved,normal,10000,500,60,20,20,UnorderedMultiMapBench,STDHashSrc,0.002697,189
Interweaved,normal,10000,500,60,20,20,UnorderedSetBench,STDHashSrc,0.002295,16
