Hash Function,Elapsed Time (seconds)
AbseilHash,0.000009
AbseilHash,0.000009
AbseilHash,0.000009
AbseilHash,0.000009
AbseilHash,0.000009
AbseilHash,0.000009
AbseilHash,0.000009
AbseilHash,0.000009
AbseilHash,0.000009
AbseilHash,0.000009
STDHashSrc,0.000015
STDHashSrc,0.000015
STDHashSrc,0.000015
STDHashSrc,0.000015
STDHashSrc,0.000015
STDHashSrc,0.000015
STDHashSrc,0.000015
STDHashSrc,0.000015
STDHashSrc,0.000015
STDHashSrc,0.000015
FNVHash,0.000017
FNVHash,0.000017
FNVHash,0.000017
FNVHash,0.000017
FNVHash,0.000017
FNVHash,0.000017
FNVHash,0.000017
FNVHash,0.000017
FNVHash,0.000017
FNVHash,0.000017
CityHash,0.000009
CityHash,0.000009
CityHash,0.000009
CityHash,0.000009
CityHash,0.000009
CityHash,0.000009
CityHash,0.000009
CityHash,0.000011
CityHash,0.000009
CityHash,0.000009
PextSSN,0.000005
PextSSN,0.000005
PextSSN,0.000005
PextSSN,0.000005
PextSSN,0.000005
PextSSN,0.000005
PextSSN,0.000005
PextSSN,0.000005
PextSSN,0.000005
PextSSN,0.000005
OffXorSSN,0.000005
OffXorSSN,0.000005
OffXorSSN,0.000005
OffXorSSN,0.000005
OffXorSSN,0.000005
OffXorSSN,0.000005
OffXorSSN,0.000005
OffXorSSN,0.000005
OffXorSSN,0.000005
OffXorSSN,0.000005
NaiveSSN,0.000005
NaiveSSN,0.000005
NaiveSSN,0.000005
NaiveSSN,0.000005
NaiveSSN,0.000005
NaiveSSN,0.000005
NaiveSSN,0.000005
NaiveSSN,0.000005
NaiveSSN,0.000005
NaiveSSN,0.000005
AesSSN,0.000013
AesSSN,0.000013
AesSSN,0.000013
AesSSN,0.000013
AesSSN,0.000013
AesSSN,0.000013
AesSSN,0.000013
AesSSN,0.000013
AesSSN,0.000013
AesSSN,0.000013
GptSSN,0.000020
GptSSN,0.000020
GptSSN,0.000020
GptSSN,0.000040
GptSSN,0.000017
GptSSN,0.000017
GptSSN,0.000017
GptSSN,0.000017
GptSSN,0.000017
GptSSN,0.000017
GperfSSN,0.000006
GperfSSN,0.000006
GperfSSN,0.000006
GperfSSN,0.000006
GperfSSN,0.000006
GperfSSN,0.000006
GperfSSN,0.000006
GperfSSN,0.000006
GperfSSN,0.000006
GperfSSN,0.000006
